Tweet,Clean Tweet,Lower Tweet,Tokenize,Stemming,Stopwords,Filter By Length,Label
@C_JesslynJKT48 @anteraja_id https://t.co/vKOUng5Th4,,,[],,,,netral
"@Freya_JKT48 @anteraja_id Masyaallah, mulia sekali anak ini 🫡",Masyaallah mulia sekali anak ini,masyaallah mulia sekali anak ini,"['masyaallah', 'mulia', 'sekali', 'anak', 'ini']","masyaallah,mulia,sekali,anak,ini","masyaallah,mulia,sekali,anak,ini","masyaallah,mulia,sekali,anak",positif
@Freya_JKT48 @anteraja_id Kapan berbagi kasih dengan ku fre,Kapan berbagi kasih dengan ku fre,kapan berbagi kasih dengan ku fre,"['kapan', 'berbagi', 'kasih', 'dengan', 'ku', 'fre']","kapan,bagi,kasih,dengan,ku,fre","kapan,bagi,kasih,dengan,ku,fre","kapan,bagi,kasih,dengan",netral
@Freya_JKT48 @anteraja_id Infokan menu,Infokan menu,infokan menu,"['infokan', 'menu']","info,menu","info,menu","info,menu",netral
@C_JesslynJKT48 @anteraja_id Nggihh,Nggihh,nggihh,['nggihh'],nggihh,nggihh,nggihh,netral
"@Freya_JKT48 @anteraja_id Mantap
Keren kak",Mantap Keren kak,mantap keren kak,"['mantap', 'keren', 'kak']","mantap,keren,kak","mantap,keren,kak","mantap,keren",positif
@Freya_JKT48 @anteraja_id siap min,siap min,siap min,"['siap', 'min']","siap,min","siap,min",siap,netral
@Freya_JKT48 @anteraja_id Semangat fre👍,Semangat fre,semangat fre,"['semangat', 'fre']","semangat,fre","semangat,fre",semangat,netral
@Freya_JKT48 @anteraja_id Aku lah si satpam itu☝,Aku lah si satpam itu,aku lah si satpam itu,"['aku', 'lah', 'si', 'satpam', 'itu']","aku,lah,si,satpam,itu","aku,lah,si,satpam,itu",satpam,netral
@Freya_JKT48 @anteraja_id SR nya jam berapa ya Ndoro?? 🙏🏼🙇,SR nya jam berapa ya Ndoro,sr nya jam berapa ya ndoro,"['sr', 'nya', 'jam', 'berapa', 'ya', 'ndoro']","sr,nya,jam,berapa,ya,ndoro","sr,nya,jam,berapa,ya,ndoro","berapa,ndoro",netral
@Freya_JKT48 @anteraja_id Alangkah baiknya kalau cerita brbagi takjilnya di lanjutin di showroom ndoro,Alangkah baiknya kalau cerita brbagi takjilnya di lanjutin di showroom ndoro,alangkah baiknya kalau cerita brbagi takjilnya di lanjutin di showroom ndoro,"['alangkah', 'baiknya', 'kalau', 'cerita', 'brbagi', 'takjilnya', 'di', 'lanjutin', 'di', 'showroom', 'ndoro']","alangkah,baik,kalau,cerita,brbagi,takjil,di,lanjutin,di,showroom,ndoro","alangkah,baik,kalau,cerita,brbagi,takjil,di,lanjutin,di,showroom,ndoro","alangkah,baik,kalau,cerita,brbagi,takjil,lanjutin,showroom,ndoro",positif
@Freya_JKT48 @anteraja_id Kerenn freyana.. https://t.co/5cu6njdPRH,Kerenn freyana,kerenn freyana,"['kerenn', 'freyana']","kerenn,freyana","kerenn,freyana","kerenn,freyana",netral
"@C_JesslynJKT48 @anteraja_id berbuka dong bos kalo jam segini, tapi kalo north america jam segini bener sahur sih",berbuka dong bos kalo jam segini tapi kalo north america jam segini bener sahur sih,berbuka dong bos kalo jam segini tapi kalo north america jam segini bener sahur sih,"['berbuka', 'dong', 'bos', 'kalo', 'jam', 'segini', 'tapi', 'kalo', 'north', 'america', 'jam', 'segini', 'bener', 'sahur', 'sih']","buka,dong,bos,kalo,jam,gin,tapi,kalo,north,america,jam,gin,bener,sahur,sih","buka,dong,bos,kalo,jam,gin,tapi,kalo,north,america,jam,gin,bener,sahur,sih","buka,dong,kalo,tapi,kalo,north,america,bener,sahur",netral
@Freya_JKT48 @anteraja_id Berbagi takjil ke wota kapan?,Berbagi takjil ke wota kapan,berbagi takjil ke wota kapan,"['berbagi', 'takjil', 'ke', 'wota', 'kapan']","bagi,takjil,ke,wota,kapan","bagi,takjil,ke,wota,kapan","bagi,takjil,wota,kapan",netral
@Freya_JKT48 @anteraja_id masyaaAllah freyaa,masyaaAllah freyaa,masyaaallah freyaa,"['masyaaallah', 'freyaa']","masyaaallah,freyaa","masyaaallah,freyaa","masyaaallah,freyaa",positif
@Freya_JKT48 @anteraja_id Kamu gak pengen sr kah??? :(,Kamu gak pengen sr kah,kamu gak pengen sr kah,"['kamu', 'gak', 'pengen', 'sr', 'kah']","kamu,gak,ken,sr,kah","kamu,gak,ken,sr,kah",kamu,netral
@Freya_JKT48 @anteraja_id Seumur hidup baru kali ini pngen jadi satpam dket rumahnya,Seumur hidup baru kali ini pngen jadi satpam dket rumahnya,seumur hidup baru kali ini pngen jadi satpam dket rumahnya,"['seumur', 'hidup', 'baru', 'kali', 'ini', 'pngen', 'jadi', 'satpam', 'dket', 'rumahnya']","umur,hidup,baru,kali,ini,pngen,jadi,satpam,dket,rumah","umur,hidup,baru,kali,ini,pngen,jadi,satpam,dket,rumah","umur,hidup,baru,kali,pngen,jadi,satpam,dket,rumah",netral
@Freya_JKT48 @anteraja_id pict nya mana 😅,pict nya mana,pict nya mana,"['pict', 'nya', 'mana']","pict,nya,mana","pict,nya,mana","pict,mana",netral
@Freya_JKT48 @anteraja_id Allhamdulilah,Allhamdulilah,allhamdulilah,['allhamdulilah'],allhamdulilah,allhamdulilah,allhamdulilah,positif
@C_JesslynJKT48 @anteraja_id Makasih cijess,Makasih cijess,makasih cijess,"['makasih', 'cijess']","makasih,cijess","makasih,cijess","makasih,cijess",positif
@C_JesslynJKT48 @anteraja_id Terima kasih cici 🫶❤,Terima kasih cici,terima kasih cici,"['terima', 'kasih', 'cici']","terima,kasih,cici","terima,kasih,cici","terima,kasih,cici",positif
@C_JesslynJKT48 @anteraja_id 🫡,,,[],,,,netral
@C_JesslynJKT48 @anteraja_id Aseq ❤❤,Aseq,aseq,['aseq'],aseq,aseq,aseq,netral
@Freya_JKT48 @anteraja_id satpamnya dapet bonus senyuman km jg kak,satpamnya dapet bonus senyuman km jg kak,satpamnya dapet bonus senyuman km jg kak,"['satpamnya', 'dapet', 'bonus', 'senyuman', 'km', 'jg', 'kak']","satpam,dapet,bonus,senyum,km,jg,kak","satpam,dapet,bonus,senyum,km,jg,kak","satpam,dapet,bonus,senyum",positif
@Freya_JKT48 @anteraja_id abis itu kita makan bareng ya,abis itu kita makan bareng ya,abis itu kita makan bareng ya,"['abis', 'itu', 'kita', 'makan', 'bareng', 'ya']","abis,itu,kita,makan,bareng,ya","abis,itu,kita,makan,bareng,ya","abis,kita,makan,bareng",netral
@Freya_JKT48 @anteraja_id Ndoro sorum ga hari ini?,Ndoro sorum ga hari ini,ndoro sorum ga hari ini,"['ndoro', 'sorum', 'ga', 'hari', 'ini']","ndoro,sorum,ga,hari,ini","ndoro,sorum,ga,hari,ini","ndoro,sorum,hari",netral
@Freya_JKT48 @anteraja_id Buka puasa dulu dek 👍,Buka puasa dulu dek,buka puasa dulu dek,"['buka', 'puasa', 'dulu', 'dek']","buka,puasa,dulu,dek","buka,puasa,dulu,dek","buka,puasa,dulu",netral
@C_JesslynJKT48 @anteraja_id semangat memamg,semangat memamg,semangat memamg,"['semangat', 'memamg']","semangat,memamg","semangat,memamg","semangat,memamg",netral
@C_JesslynJKT48 @anteraja_id baik betul,baik betul,baik betul,"['baik', 'betul']","baik,betul","baik,betul","baik,betul",positif
@Freya_JKT48 @anteraja_id bahagia nya si satpam wkwk,bahagia nya si satpam wkwk,bahagia nya si satpam wkwk,"['bahagia', 'nya', 'si', 'satpam', 'wkwk']","bahagia,nya,si,satpam,wkwk","bahagia,nya,si,satpam,wkwk","bahagia,satpam,wkwk",positif
#BaiknyaRamadhan kali ini aku mau ikut semangatin temen temen yang sahur❤️❤️ @anteraja_id,BaiknyaRamadhan kali ini aku mau ikut semangatin temen temen yang sahur,baiknyaramadhan kali ini aku mau ikut semangatin temen temen yang sahur,"['baiknyaramadhan', 'kali', 'ini', 'aku', 'mau', 'ikut', 'semangatin', 'temen', 'temen', 'yang', 'sahur']","baiknyaramadhan,kali,ini,aku,mau,ikut,semangatin,temen,temen,yang,sahur","baiknyaramadhan,kali,ini,aku,mau,ikut,semangatin,temen,temen,yang,sahur","baiknyaramadhan,kali,ikut,semangatin,temen,temen,yang,sahur",positif
@Freya_JKT48 @anteraja_id aku lah satpam itu ☝️,aku lah satpam itu,aku lah satpam itu,"['aku', 'lah', 'satpam', 'itu']","aku,lah,satpam,itu","aku,lah,satpam,itu",satpam,netral
@Freya_JKT48 @anteraja_id kerennn,kerennn,kerennn,['kerennn'],kerennn,kerennn,kerennn,positif
@Freya_JKT48 @anteraja_id FREYA SHOWROOM,FREYA SHOWROOM,freya showroom,"['freya', 'showroom']","freya,showroom","freya,showroom","freya,showroom",netral
"@Freya_JKT48 @anteraja_id Waini, semoga berkah ya Aamiin😊",Waini semoga berkah ya Aamiin,waini semoga berkah ya aamiin,"['waini', 'semoga', 'berkah', 'ya', 'aamiin']","waini,moga,berkah,ya,aamiin","waini,moga,berkah,ya,aamiin","waini,moga,berkah,aamiin",positif
@Freya_JKT48 @anteraja_id jadwal sr kapan mintttt,jadwal sr kapan mintttt,jadwal sr kapan mintttt,"['jadwal', 'sr', 'kapan', 'mintttt']","jadwal,sr,kapan,mintttt","jadwal,sr,kapan,mintttt","jadwal,kapan,mintttt",netral
@Freya_JKT48 @anteraja_id uwuooggg,uwuooggg,uwuooggg,['uwuooggg'],uwuooggg,uwuooggg,uwuooggg,netral
@Freya_JKT48 @anteraja_id Siap!,Siap,siap,['siap'],siap,,,netral
@Freya_JKT48 @anteraja_id Wih ke pak rt ngak kk frey,Wih ke pak rt ngak kk frey,wih ke pak rt ngak kk frey,"['wih', 'ke', 'pak', 'rt', 'ngak', 'kk', 'frey']","wih,ke,pak,rt,ngak,kk,frey","wih,ke,pak,rt,ngak,kk,frey","ngak,frey",netral
@Freya_JKT48 @anteraja_id Reflek jadi satpam biar dapat takjil,Reflek jadi satpam biar dapat takjil,reflek jadi satpam biar dapat takjil,"['reflek', 'jadi', 'satpam', 'biar', 'dapat', 'takjil']","reflek,jadi,satpam,biar,dapat,takjil","reflek,jadi,satpam,biar,dapat,takjil","reflek,jadi,satpam,biar,dapat,takjil",netral
"@Freya_JKT48 @anteraja_id Aku juga mau, mau freya😔",Aku juga mau mau freya,aku juga mau mau freya,"['aku', 'juga', 'mau', 'mau', 'freya']","aku,juga,mau,mau,freya","aku,juga,mau,mau,freya","juga,freya",netral
@Freya_JKT48 @anteraja_id Ingsfo jadi satpam deket rumahmu,Ingsfo jadi satpam deket rumahmu,ingsfo jadi satpam deket rumahmu,"['ingsfo', 'jadi', 'satpam', 'deket', 'rumahmu']","ingsfo,jadi,satpam,deket,rumah","ingsfo,jadi,satpam,deket,rumah","ingsfo,jadi,satpam,deket,rumah",netral
@Freya_JKT48 @anteraja_id Barakallah kak,Barakallah kak,barakallah kak,"['barakallah', 'kak']","barakallah,kak","barakallah,kak",barakallah,positif
@Freya_JKT48 @anteraja_id Apakah ini satpam nya fre? https://t.co/ijiACkMOIo,Apakah ini satpam nya fre,apakah ini satpam nya fre,"['apakah', 'ini', 'satpam', 'nya', 'fre']","apakah,ini,satpam,nya,fre","apakah,ini,satpam,nya,fre","apakah,satpam",netral
@Freya_JKT48 @anteraja_id Nice #BaiknyaRamadhan,Nice BaiknyaRamadhan,nice baiknyaramadhan,"['nice', 'baiknyaramadhan']","nice,baiknyaramadhan","nice,baiknyaramadhan","nice,baiknyaramadhan",netral
@Freya_JKT48 @anteraja_id Wkwk,Wkwk,wkwk,['wkwk'],wkwk,wkwk,wkwk,netral
@C_OnielJKT48 @anteraja_id Haek gimana kabar nya,Haek gimana kabar nya,haek gimana kabar nya,"['haek', 'gimana', 'kabar', 'nya']","haek,gimana,kabar,nya","haek,gimana,kabar,nya","haek,gimana,kabar",netral
@Freya_JKT48 @anteraja_id selamat berbuka babe,selamat berbuka babe,selamat berbuka babe,"['selamat', 'berbuka', 'babe']","selamat,buka,babe","selamat,buka,babe","selamat,buka,babe",netral
"@Freya_JKT48 @anteraja_id kerennn, vtw showroom dong fre",kerennn vtw showroom dong fre,kerennn vtw showroom dong fre,"['kerennn', 'vtw', 'showroom', 'dong', 'fre']","kerennn,vtw,showroom,dong,fre","kerennn,vtw,showroom,dong,fre","kerennn,showroom,dong",positif
@Freya_JKT48 @anteraja_id ak jg mw,ak jg mw,ak jg mw,"['ak', 'jg', 'mw']","ak,jg,mw","ak,jg,mw",,positif
@Freya_JKT48 @anteraja_id jangan lupa showroom nya🙏,jangan lupa showroom nya,jangan lupa showroom nya,"['jangan', 'lupa', 'showroom', 'nya']","jangan,lupa,showroom,nya","jangan,lupa,showroom,nya","jangan,lupa,showroom",netral
@Freya_JKT48 @anteraja_id Aku mau jadi satpam deket rumah Freya. 👮🏻‍♂️,Aku mau jadi satpam deket rumah Freya,aku mau jadi satpam deket rumah freya,"['aku', 'mau', 'jadi', 'satpam', 'deket', 'rumah', 'freya']","aku,mau,jadi,satpam,deket,rumah,freya","aku,mau,jadi,satpam,deket,rumah,freya","jadi,satpam,deket,rumah,freya",netral
@Freya_JKT48 @anteraja_id Semangat kak,Semangat kak,semangat kak,"['semangat', 'kak']","semangat,kak","semangat,kak",semangat,netral
@Freya_JKT48 @anteraja_id aku juga mau,aku juga mau,aku juga mau,"['aku', 'juga', 'mau']","aku,juga,mau","aku,juga,mau",juga,netral
@Freya_JKT48 @anteraja_id Mau dong fre,Mau dong fre,mau dong fre,"['mau', 'dong', 'fre']","mau,dong,fre","mau,dong,fre",dong,netral
@Freya_JKT48 @anteraja_id Baiknya kamu Showroom sekarang Freya,Baiknya kamu Showroom sekarang Freya,baiknya kamu showroom sekarang freya,"['baiknya', 'kamu', 'showroom', 'sekarang', 'freya']","baik,kamu,showroom,sekarang,freya","baik,kamu,showroom,sekarang,freya","baik,kamu,showroom,sekarang,freya",netral
@Freya_JKT48 @anteraja_id oke,oke,oke,['oke'],oke,oke,,netral
@Freya_JKT48 @anteraja_id Mau juga dong frey takjilnya,Mau juga dong frey takjilnya,mau juga dong frey takjilnya,"['mau', 'juga', 'dong', 'frey', 'takjilnya']","mau,juga,dong,frey,takjil","mau,juga,dong,frey,takjil","juga,dong,frey,takjil",netral
@Freya_JKT48 @anteraja_id Aku lah si satpam itu 👍🏻,Aku lah si satpam itu,aku lah si satpam itu,"['aku', 'lah', 'si', 'satpam', 'itu']","aku,lah,si,satpam,itu","aku,lah,si,satpam,itu",satpam,netral
@Freya_JKT48 @anteraja_id mau juga dong takjil,mau juga dong takjil,mau juga dong takjil,"['mau', 'juga', 'dong', 'takjil']","mau,juga,dong,takjil","mau,juga,dong,takjil","juga,dong,takjil",netral
@Freya_JKT48 @anteraja_id Mau,Mau,mau,['mau'],mau,,,netral
@Freya_JKT48 @anteraja_id Ok,Ok,ok,['ok'],ok,ok,,netral
@Freya_JKT48 @anteraja_id No pic = hoax ndoro,No pic hoax ndoro,no pic hoax ndoro,"['no', 'pic', 'hoax', 'ndoro']","no,pic,hoax,ndoro","no,pic,hoax,ndoro","hoax,ndoro",netral
@Freya_JKT48 @anteraja_id Wih,Wih,wih,['wih'],wih,wih,,netral
@Freya_JKT48 @anteraja_id Mau dong,Mau dong,mau dong,"['mau', 'dong']","mau,dong","mau,dong",dong,netral
@Freya_JKT48 @anteraja_id Peace love and gawl ✌,Peace love and gawl,peace love and gawl,"['peace', 'love', 'and', 'gawl']","peace,love,and,gawl","peace,love,and,gawl","peace,love,gawl",positif
@Freya_JKT48 @anteraja_id pengen jadi satpam deket rumah kamu👉👈,pengen jadi satpam deket rumah kamu,pengen jadi satpam deket rumah kamu,"['pengen', 'jadi', 'satpam', 'deket', 'rumah', 'kamu']","ken,jadi,satpam,deket,rumah,kamu","ken,jadi,satpam,deket,rumah,kamu","jadi,satpam,deket,rumah,kamu",netral
@Freya_JKT48 @anteraja_id Satpamnya dikasi senyum juga dah dapet sunnah ka,Satpamnya dikasi senyum juga dah dapet sunnah ka,satpamnya dikasi senyum juga dah dapet sunnah ka,"['satpamnya', 'dikasi', 'senyum', 'juga', 'dah', 'dapet', 'sunnah', 'ka']","satpam,kasi,senyum,juga,dah,dapet,sunnah,ka","satpam,kasi,senyum,juga,dah,dapet,sunnah,ka","satpam,kasi,senyum,juga,dapet,sunnah",positif
@Freya_JKT48 @anteraja_id Alhamdulillah,Alhamdulillah,alhamdulillah,['alhamdulillah'],alhamdulillah,alhamdulillah,alhamdulillah,positif
@Freya_JKT48 @anteraja_id Fureya chan,Fureya chan,fureya chan,"['fureya', 'chan']","fureya,chan","fureya,chan","fureya,chan",netral
@anteraja_id Min lagi puasa nih min jgn bikin esmosi,Min lagi puasa nih min jgn bikin esmosi,min lagi puasa nih min jgn bikin esmosi,"['min', 'lagi', 'puasa', 'nih', 'min', 'jgn', 'bikin', 'esmosi']","min,lagi,puasa,nih,min,jgn,bikin,esmosi","min,lagi,puasa,nih,min,jgn,bikin,esmosi","lagi,puasa,bikin,esmosi",negatif
@Freya_JKT48 @anteraja_id Btw selamat berbukaaa,Btw selamat berbukaaa,btw selamat berbukaaa,"['btw', 'selamat', 'berbukaaa']","btw,selamat,berbukaaa","btw,selamat,berbukaaa","selamat,berbukaaa",netral
@Freya_JKT48 @anteraja_id Ok,Ok,ok,['ok'],ok,ok,,netral
@Freya_JKT48 @anteraja_id Cakeppp 💙💙,Cakeppp,cakeppp,['cakeppp'],cakeppp,cakeppp,cakeppp,positif
@Freya_JKT48 @anteraja_id Alhamdulillah,Alhamdulillah,alhamdulillah,['alhamdulillah'],alhamdulillah,alhamdulillah,alhamdulillah,positif
@Freya_JKT48 @anteraja_id Keren freyana. Aku gadapet nih??,Keren freyana Aku gadapet nih,keren freyana aku gadapet nih,"['keren', 'freyana', 'aku', 'gadapet', 'nih']","keren,freyana,aku,gadapet,nih","keren,freyana,aku,gadapet,nih","keren,freyana,gadapet",netral
@Freya_JKT48 @anteraja_id Mau juga dong dikasih takjil,Mau juga dong dikasih takjil,mau juga dong dikasih takjil,"['mau', 'juga', 'dong', 'dikasih', 'takjil']","mau,juga,dong,kasih,takjil","mau,juga,dong,kasih,takjil","juga,dong,kasih,takjil",netral
@Freya_JKT48 @anteraja_id aku jg mw,aku jg mw,aku jg mw,"['aku', 'jg', 'mw']","aku,jg,mw","aku,jg,mw",,netral
@Freya_JKT48 @anteraja_id Aku juga mau frey,Aku juga mau frey,aku juga mau frey,"['aku', 'juga', 'mau', 'frey']","aku,juga,mau,frey","aku,juga,mau,frey","juga,frey",netral
@Freya_JKT48 @anteraja_id Aku juga mw,Aku juga mw,aku juga mw,"['aku', 'juga', 'mw']","aku,juga,mw","aku,juga,mw",juga,netral
@Freya_JKT48 @anteraja_id Sipp,Sipp,sipp,['sipp'],sipp,sipp,sipp,netral
@Freya_JKT48 @anteraja_id Fotonya mana frey?,Fotonya mana frey,fotonya mana frey,"['fotonya', 'mana', 'frey']","foto,mana,frey","foto,mana,frey","foto,mana,frey",netral
@Freya_JKT48 @anteraja_id Semangat ya kerja nya,Semangat ya kerja nya,semangat ya kerja nya,"['semangat', 'ya', 'kerja', 'nya']","semangat,ya,kerja,nya","semangat,ya,kerja,nya","semangat,kerja",netral
@Freya_JKT48 @anteraja_id Keren,Keren,keren,['keren'],keren,keren,keren,positif
@Freya_JKT48 @anteraja_id asik dong,asik dong,asik dong,"['asik', 'dong']","asik,dong","asik,dong","asik,dong",netral
@Freya_JKT48 @anteraja_id 11-12 kek @A_GitaJKT48 wkwkwkkww,kek wkwkwkkww,kek wkwkwkkww,"['kek', 'wkwkwkkww']","kek,wkwkwkkww","kek,wkwkwkkww",wkwkwkkww,netral
@Freya_JKT48 @anteraja_id Aku juga mau,Aku juga mau,aku juga mau,"['aku', 'juga', 'mau']","aku,juga,mau","aku,juga,mau",juga,netral
#BaiknyaRamadhan kali ini aku mau berbagi takjil ke satpam deket rumah😬✌️@anteraja_id,BaiknyaRamadhan kali ini aku mau berbagi takjil ke satpam deket rumah,baiknyaramadhan kali ini aku mau berbagi takjil ke satpam deket rumah,"['baiknyaramadhan', 'kali', 'ini', 'aku', 'mau', 'berbagi', 'takjil', 'ke', 'satpam', 'deket', 'rumah']","baiknyaramadhan,kali,ini,aku,mau,bagi,takjil,ke,satpam,deket,rumah","baiknyaramadhan,kali,ini,aku,mau,bagi,takjil,ke,satpam,deket,rumah","baiknyaramadhan,kali,bagi,takjil,satpam,deket,rumah",netral
"@anteraja_id gimana nih paket saya kenapa ga di pickup pickup ya?
Ada kendala kah? https://t.co/8l1wj3E4Ex",gimana nih paket saya kenapa ga di pickup pickup ya Ada kendala kah,gimana nih paket saya kenapa ga di pickup pickup ya ada kendala kah,"['gimana', 'nih', 'paket', 'saya', 'kenapa', 'ga', 'di', 'pickup', 'pickup', 'ya', 'ada', 'kendala', 'kah']","gimana,nih,paket,saya,kenapa,ga,di,pickup,pickup,ya,ada,kendala,kah","gimana,nih,paket,saya,kenapa,ga,di,pickup,pickup,ya,ada,kendala,kah","gimana,paket,saya,kenapa,pickup,pickup,kendala",negatif
"@Christyzer @anteraja_id @A_ChristyJKT48 @XiaomiIndonesia ,@C_OnielJKT48. Bisa dong diedit pakai photoshop hp Xiaomi. https://t.co/QzSYeZLcFY",Bisa dong diedit pakai photoshop hp Xiaomi,bisa dong diedit pakai photoshop hp xiaomi,"['bisa', 'dong', 'diedit', 'pakai', 'photoshop', 'hp', 'xiaomi']","bisa,dong,edit,pakai,photoshop,hp,xiaomi","bisa,dong,edit,pakai,photoshop,hp,xiaomi","bisa,dong,edit,pakai,photoshop,xiaomi",netral
@Christyzer @danihoodie95 @anteraja_id @A_ChristyJKT48 Takuttttt,Takuttttt,takuttttt,['takuttttt'],takuttttt,takuttttt,takuttttt,negatif
@anteraja_id Akhh oshikuuu,Akhh oshikuuu,akhh oshikuuu,"['akhh', 'oshikuuu']","akhh,oshikuuu","akhh,oshikuuu","akhh,oshikuuu",netral
@F_OllaJKT48 @anteraja_id afh iyh mint,afh iyh mint,afh iyh mint,"['afh', 'iyh', 'mint']","afh,iyh,mint","afh,iyh,mint",mint,netral
"Lu belom pernah keselek ban becak min @anteraja_id ? Di tunggu foto terbarunya 

*dimohon jangan di balik fotonya",Lu belom pernah keselek ban becak min Di tunggu foto terbarunya dimohon jangan di balik fotonya,lu belom pernah keselek ban becak min di tunggu foto terbarunya dimohon jangan di balik fotonya,"['lu', 'belom', 'pernah', 'keselek', 'ban', 'becak', 'min', 'di', 'tunggu', 'foto', 'terbarunya', 'dimohon', 'jangan', 'di', 'balik', 'fotonya']","lu,bom,pernah,keselek,ban,becak,min,di,tunggu,foto,baru,mohon,jangan,di,balik,foto","lu,bom,pernah,keselek,ban,becak,min,di,tunggu,foto,baru,mohon,jangan,di,balik,foto","pernah,keselek,becak,tunggu,foto,baru,mohon,jangan,balik,foto",negatif
"@galangfadel Hi Kak Galang, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS",Hi Kak Galang maaf ya bikin kakak ga nyaman FYI mulai tgl Feb untuk layanan beralih ke Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak Happy Fasting BaiknyaRamadan Thx MDAS,hi kak galang maaf ya bikin kakak ga nyaman fyi mulai tgl feb untuk layanan beralih ke untuk itu kakak bisa dm akun anterajacare agar bisa langsung kami tindaklanjuti kendalanya ya kak happy fasting baiknyaramadan thx mdas,"['hi', 'kak', 'galang', 'maaf', 'ya', 'bikin', 'kakak', 'ga', 'nyaman', 'fyi', 'mulai', 'tgl', 'feb', 'untuk', 'layanan', 'beralih', 'ke', 'untuk', 'itu', 'kakak', 'bisa', 'dm', 'akun', 'anterajacare', 'agar', 'bisa', 'langsung', 'kami', 'tindaklanjuti', 'kendalanya', 'ya', 'kak', 'happy', 'fasting', 'baiknyaramadan', 'thx', 'mdas']","hi,kak,galang,maaf,ya,bikin,kakak,ga,nyaman,fyi,mulai,tgl,feb,untuk,layan,alih,ke,untuk,itu,kakak,bisa,dm,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx,mdas","hi,kak,galang,maaf,ya,bikin,kakak,ga,nyaman,fyi,mulai,tgl,feb,untuk,layan,alih,ke,untuk,itu,kakak,bisa,dm,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx,mdas","galang,maaf,bikin,kakak,nyaman,mulai,untuk,layan,alih,untuk,kakak,bisa,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral
@anteraja_id Yeuuuu,Yeuuuu,yeuuuu,['yeuuuu'],yeuuuu,yeuuuu,yeuuuu,netral
"@thoriqmh Hi Kak Thoriq, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS",Hi Kak Thoriq maaf ya bikin kakak ga nyaman FYI mulai tgl Feb untuk layanan beralih ke Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak Happy Fasting BaiknyaRamadan Thx MDAS,hi kak thoriq maaf ya bikin kakak ga nyaman fyi mulai tgl feb untuk layanan beralih ke untuk itu kakak bisa dm akun anterajacare agar bisa langsung kami tindaklanjuti kendalanya ya kak happy fasting baiknyaramadan thx mdas,"['hi', 'kak', 'thoriq', 'maaf', 'ya', 'bikin', 'kakak', 'ga', 'nyaman', 'fyi', 'mulai', 'tgl', 'feb', 'untuk', 'layanan', 'beralih', 'ke', 'untuk', 'itu', 'kakak', 'bisa', 'dm', 'akun', 'anterajacare', 'agar', 'bisa', 'langsung', 'kami', 'tindaklanjuti', 'kendalanya', 'ya', 'kak', 'happy', 'fasting', 'baiknyaramadan', 'thx', 'mdas']","hi,kak,thoriq,maaf,ya,bikin,kakak,ga,nyaman,fyi,mulai,tgl,feb,untuk,layan,alih,ke,untuk,itu,kakak,bisa,dm,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx,mdas","hi,kak,thoriq,maaf,ya,bikin,kakak,ga,nyaman,fyi,mulai,tgl,feb,untuk,layan,alih,ke,untuk,itu,kakak,bisa,dm,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx,mdas","thoriq,maaf,bikin,kakak,nyaman,mulai,untuk,layan,alih,untuk,kakak,bisa,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral
mohon maap ini gmn ya maksudnya paket saya estimasi pengirimannya sebulan?? @anteraja_id https://t.co/UYkiz5un2i,mohon maap ini gmn ya maksudnya paket saya estimasi pengirimannya sebulan,mohon maap ini gmn ya maksudnya paket saya estimasi pengirimannya sebulan,"['mohon', 'maap', 'ini', 'gmn', 'ya', 'maksudnya', 'paket', 'saya', 'estimasi', 'pengirimannya', 'sebulan']","mohon,maap,ini,gmn,ya,maksud,paket,saya,estimasi,kirim,bulan","mohon,maap,ini,gmn,ya,maksud,paket,saya,estimasi,kirim,bulan","mohon,maap,maksud,paket,saya,estimasi,kirim,bulan",negatif
@F_OllaJKT48 @anteraja_id 👍,,,[],,,,netral
